id,name,relative_velocity_kph,estimated_diameter_min_m,estimated_diameter_max_m,is_potentially_hazardous
2173561,173561 (2000 YV137),58420.5511414572,565.6593584222,1264.852777541,True
2173664,173664 (2001 JU2),10805.8436502711,296.8622512601,663.8041737711,False
2173689,173689 (2001 PK9),27395.2421894244,592.318062676,1324.4634524446,False
2174050,174050 (2002 CC19),92945.4412045651,799.0150812386,1786.652036697,False
2174806,174806 (2003 XL),18935.7389640908,956.213732844,2138.1589076579,False
2175114,175114 (2004 QQ),14362.5272258727,1187.2849879373,2654.8499416927,False
2175189,175189 (2005 EC224),32733.7584193945,584.1911541862,1306.2911326144,False
2175706,175706 (1996 FG3),26494.4383632801,581.5070396458,1300.2892700427,True
2175729,175729 (1998 BB10),56208.0574335665,217.0475943071,485.3331752235,True
2175921,175921 (2000 DM1),58071.2272698294,576.1757510611,1288.3681463596,False
2177016,177016 (2003 BM47),77274.8858068567,271.9912773482,608.1909854376,False
2177049,177049 (2003 EE16),79499.8012697644,291.4439045349,651.6883821679,True
2177255,177255 (2003 WC25),25437.8678218602,1165.6145946859,2606.3934692836,False
2177614,177614 (2004 HK33),46934.3023634077,810.1304882431,1811.5068423567,True
2178601,178601 (2000 CG59),35047.2724478853,752.5839924835,1682.8289659712,False
2178871,178871 (2001 MA8),19045.71471761,766.5755735311,1714.1150923063,False
2179806,179806 (2002 TD66),42138.9222194282,215.0576900016,480.8836139277,True
2180186,180186 (2003 QZ30),46573.6508957027,810.1304882431,1811.5068423567,True
2184266,184266 (2004 VW14),64218.3103353413,336.1669211578,751.6920874957,True
2184990,184990 (2006 KE89),128579.9256873086,1394.9382293439,3119.1767052261,False
2185702,185702 (1998 HK3),38643.9768331326,637.6097898754,1425.7388332807,False
2185716,185716 (1998 SF35),67454.5122437285,683.21119906,1527.7066840872,False
2185851,185851 (2000 DP107),27648.3834176422,578.8352574915,1294.3149835245,True
2186822,186822 (2004 FE31),56571.3945082066,732.0739893473,1636.96720474,False
2186823,186823 (2004 FN32),134249.1320801948,400.4561581924,895.4471917267,False
2186844,186844 (2004 GA1),46178.8954969705,868.0704579141,1941.0645531552,True
2187026,187026 (2005 EK70),68080.4289085694,896.5096664153,2004.6565565902,False
2187040,187040 (2005 JS108),39529.7395975955,384.1978910643,859.0926012318,True
2188174,188174 (2002 JC),75868.2769791917,848.3107618858,1896.8805296212,False
2188452,188452 (2004 HE62),21304.4516021884,840.5334020728,1879.4898243938,False
2189008,189008 (1996 FR3),103894.5864218512,1407.845433864,3148.0380919326,False
2189011,189011 Ogmios (1997 NJ6),35291.0924689857,406.0270582797,907.9041030176,False
2189040,189040 (2000 MU1),86134.338819122,282.1986791034,631.0154296359,True
2189062,189062 (2000 VA45),26039.2560539486,557.8982210671,1247.4983468323,False
2189173,189173 (2002 XY4),86489.7153640067,437.0740040305,977.3271842103,False
2189263,189263 (2005 CA),18055.5831785792,1890.4055192905,4227.0752461745,False
2189552,189552 (2000 RL77),60588.4794909214,1087.8148335624,2432.4279147781,False
2189630,189630 (2001 LE6),74627.516842232,725.3622946704,1621.9593991982,False
2189700,189700 (2001 TA45),18661.4021690066,393.1470095751,879.1034385607,False
2189865,189865 (2003 NC),84479.1167554038,337.7185971644,755.1617405255,True
2190119,190119 (2004 VA64),47618.1449461944,1038.8551010162,2322.9506246446,False
2190135,190135 (2005 QE30),53808.5778426274,904.8049682253,2023.2054153312,False
2190161,190161 (2005 TJ174),26488.1659699449,1176.3998937399,2630.5101311259,False
2190166,190166 (2005 UP156),32686.1912175486,934.4476509242,2089.4884688815,False
2190208,190208 (2006 AQ),54295.7508395417,608.9126221057,1361.5700153859,False
2190491,190491 (2000 FJ10),25288.7330488005,163.1379409728,364.7875257245,False
2190758,190758 (2001 QH96),36338.7813942823,560.4733622523,1253.2565375739,False
2190788,190788 (2001 RT17),82271.11611267,565.6593584222,1264.852777541,False
2191094,191094 (2002 EA3),129176.0431072405,246.9192656061,552.1282628496,False
2192559,192559 (1998 VO),27260.7394125484,218.0494404829,487.5733713755,True
2192563,192563 (1998 WZ6),57124.5207284977,908.9813582014,2032.5441072185,True
2192642,192642 (1999 RD32),46049.5926085604,1307.8410858413,2924.4215717083,False
2193178,193178 (2000 PK5),71536.9532161489,749.1261831301,1675.0970692038,False
2194006,194006 (2001 SG10),30623.5976178345,215.0576900016,480.8836139277,True
2194126,194126 (2001 SG276),51457.4566551407,702.3522476962,1570.5073699984,False
2194268,194268 (2001 UY4),109920.6951035692,573.5284639528,1282.4486324295,True
2194386,194386 (2001 VG5),71150.8217749218,1082.8167784033,2421.2519236872,False
2196068,196068 (2002 TW55),137510.8941442338,628.8614555917,1406.1769631325,True
2196256,196256 (2003 EH1),47190.4844816203,1601.6033797856,3581.2940301941,False
2196625,196625 (2003 RM10),71958.2745250141,232.5706874555,520.0438667242,True
2197588,197588 (2004 HE12),93657.392248522,1001.2786976992,2238.9272324779,True
2198752,198752 (2005 EA60),44880.8966248928,273.246732042,610.9982674756,False
2198856,198856 (2005 LR3),52494.1678866427,1053.307015051,2355.2660868313,False
2199003,199003 (2005 WJ56),44353.147637088,620.2331529543,1386.8834919048,True
2199145,199145 (2005 YY128),104182.5221834029,581.5070396458,1300.2892700427,True
2199801,199801 (2007 AE12),81638.6565183826,356.9069266704,798.0681496756,True
2200754,200754 (2001 WA25),42318.0866419769,527.9040290336,1180.4292945151,False
2200840,200840 (2001 XN254),36706.1191384432,735.4530893504,1644.5231020497,True
2202411,202411 (2005 RC),99807.7574899368,742.2581530009,1659.7396869634,False
2202435,202435 (2005 XH8),131783.4059470722,652.4616297891,1458.9485569187,False
2202683,202683 (2006 US216),117825.5292107029,294.1406017813,657.7183805256,True
2203015,203015 (1999 YF3),49072.2374260512,497.2273129092,1111.8340719346,False
2203471,203471 (2002 AU4),40655.4489545425,342.41673084,765.6670867916,False
2204131,204131 (2003 YL),103698.6010595176,273.246732042,610.9982674756,False
2205378,205378 (2001 BJ16),35511.8640686248,453.476698997,1014.0047251696,False
2205388,205388 (2001 DV8),23638.8553326801,175.6123184804,392.6810818086,False
2205744,205744 (2002 BK25),21343.271158912,589.5966083829,1318.3780956475,False
2206359,206359 (2003 QM47),63033.3432439726,600.5580277247,1342.8885744257,False
2206378,206378 (2003 RB),31124.6204897673,470.4949611208,1052.0587161372,True
2206910,206910 (2004 NL8),48735.9225153238,930.1542539614,2079.8881414182,True
2207398,207398 (2006 AS2),94396.541844857,225.1930466786,503.5469604336,True
2207945,207945 (1991 JW),17784.5585378428,318.0936332215,711.2789870931,True
2207970,207970 (1996 BZ3),10198.4012994687,628.8614555917,1406.1769631325,False
2208023,208023 (1999 AQ10),27954.3342178896,209.196770901,467.778200408,True
2208115,208115 (2000 CT101),80969.5363029836,179.7028548592,401.8277992159,True
2208565,208565 (2002 CT11),140537.9993414627,973.9910734139,2177.9102496316,False
2208617,208617 (2002 EB3),59858.7094119694,718.7121331801,1607.0891860447,False
2209215,209215 (2003 WP25),68281.3892440145,36.6906137531,82.0427064882,False
2209924,209924 (2005 WS55),48789.5176749406,1467.4218336083,3281.2549716154,False
2210012,210012 (2006 KT1),7168.8770716592,1187.2849879373,2654.8499416927,False
2211871,211871 (2004 HO),50466.9309692972,451.3931628243,1009.3457966538,False
2211914,211914 (2004 RM251),18993.5912490215,708.8510330298,1585.0390957756,False
2212359,212359 (2006 EV52),71292.1719645882,1203.8017673838,2691.7825833046,False
2212546,212546 (2006 SV19),28997.1302055079,763.0534787022,1706.2394488457,True
2213053,213053 (1998 WT30),2350.7933167411,283.501249023,633.9280645215,False
2213869,213869 (2003 SG170),86989.9174942604,725.3622946704,1621.9593991982,False
2214088,214088 (2004 JN13),20661.9396524273,2272.7673228475,5082.0622309272,False
2214869,214869 (2007 PA8),41739.4170469256,1326.0349676687,2965.104328249,True
2215167,215167 (2000 EL26),53524.8761232622,439.0914459693,981.838321526,False
2215188,215188 (2000 NM),72255.8985504743,2130.8602924845,4764.7484645503,False
2215442,215442 (2002 MQ3),81536.1692664798,523.0641758041,1169.6070536928,False
2215588,215588 (2003 HF2),42628.0238475818,347.1802220654,776.3185769818,True
2215757,215757 (2004 FU64),47262.6548243813,705.5941583731,1577.756502649,False
2216115,216115 (2006 SU19),70630.9064955104,439.0914459693,981.838321526,True
2216258,216258 (2006 WH1),42410.3214663749,228.3257940161,510.5519964367,True
2216523,216523 (2001 HY7),54111.0765494545,192.5550781879,430.566244241,True
2216985,216985 (2000 QK130),40983.2409440455,143.4019234645,320.6564489709,True
2217013,217013 (2001 AA50),75700.3220393184,461.9074602816,1032.8564805039,False
2217390,217390 (2005 CW25),82384.8594949645,457.6726672313,1023.3871953728,False
2217430,217430 (2005 SN25),61576.7610438428,327.0054392819,731.2063912466,True
2217628,217628 Lugh (1990 HA),21510.9049093082,1226.1821131815,2741.8265578682,True
2217796,217796 (2000 TO64),90479.9064562978,951.8203298188,2128.3349598411,False
2217807,217807 (2000 XK44),42156.3435652022,557.8982210671,1247.4983468323,False
2217837,217837 (2001 LC),68408.6063651237,372.0103103398,831.8403422506,False
2218017,218017 (2001 XV266),36626.317607804,288.7719307574,645.7136671674,False
2218863,218863 (2006 WO127),10371.4213502627,1434.0192346452,3206.5644897089,False
2219021,219021 (1991 LH),109675.7530937107,1092.8359586958,2443.6554919,False
2219071,219071 (1997 US9),53479.1913825348,983.0033018559,2198.0622050566,False
2219527,219527 (2001 QK142),25535.5515279692,1058.1688593312,2366.137501138,False
2220124,220124 (2002 TE66),91751.876554684,470.4949611208,1052.0587161372,False
2220839,220839 (2004 VA),41346.3187049418,860.111940119,1923.2687663652,True
2220909,220909 (2005 EO1),98517.873317787,623.096019112,1393.285055244,False
2221455,221455 (2006 BC10),61569.6323705435,331.5545380858,741.3784854083,True
2221787,221787 (2007 VZ30),24753.0876140814,147.4195145042,329.6400556414,False
2221980,221980 (1996 EO),92176.9146382118,400.4561581924,895.4471917267,True
2222008,222008 (1998 QQ63),58187.2534368293,387.7528303812,867.0416872003,False
2222073,222073 (1999 HY1),56977.9602359396,637.6097898754,1425.7388332807,False
2222165,222165 (2000 AX93),44152.7224691196,695.9130435846,1556.108871884,False
2222869,222869 (2002 FB6),80450.3518970972,738.8477865704,1652.1138757967,False
2223456,223456 (2003 UB10),30043.1437576611,584.1911541862,1306.2911326144,False
2224926,224926 (2007 DA41),80617.9167592603,810.1304882431,1811.5068423567,False
2225312,225312 (1996 XB27),12060.3816584514,108.7814833562,243.2427914778,False
2225416,225416 (1999 YC),96529.4323649759,896.5096664153,2004.6565565902,False
2225586,225586 (2000 WS67),97670.6153924569,530.3407233187,1185.8779085771,False
2225900,225900 (2002 AF3),67896.5583232505,680.0721287395,1520.6875094646,False
2226198,226198 (2002 UN3),30719.2422100312,451.3931628243,1009.3457966538,False
2226219,226219 (2002 VT85),23881.8086237038,614.5468212287,1374.1684676237,False
2226514,226514 (2003 UX34),74546.8987075452,246.9192656061,552.1282628496,True
2226554,226554 (2003 WR21),30027.9671888418,316.6321257337,708.0109570008,True
2228368,228368 (2000 WK10),78359.080020746,499.5224099063,1116.966064835,True
2228502,228502 (2001 TE2),44422.3418575817,220.0670271147,492.0848322348,False
2228587,228587 (2002 AP7),43162.2806161781,325.5029857646,727.8468030489,False
2229007,229007 (2003 XF11),27799.5990943803,1029.3308202017,2301.6536853065,False
2230089,230089 (2000 WP148),78401.7947163319,340.84346887,762.1491660801,False
2230111,230111 (2001 BE10),60958.3320563843,372.0103103398,831.8403422506,True
2230118,230118 (2001 DB3),42559.5469122349,1015.2078718928,2270.0738128453,False
2230420,230420 (2002 PP6),97137.6563034749,380.6755436269,851.2163929215,False
2230549,230549 (2003 BH),63506.4776990669,185.5901730037,414.9922427922,True
2230599,230599 (2003 FJ1),102523.0846870606,705.5941583731,1577.756502649,False
2230979,230979 (2005 AT42),33523.2223807158,1283.9702958217,2871.0448625479,False
2231937,231937 (2001 FO32),199073.1921768482,810.1304882431,1811.5068423567,True
2232368,232368 (2003 AZ2),46941.7118387843,578.8352574915,1294.3149835245,False
2232382,232382 (2003 BT47),8824.2580539765,947.447112647,2118.5561489645,False
2232691,232691 (2004 AR1),87124.0510686953,283.501249023,633.9280645215,True
2234061,234061 (1999 HE1),12669.0294789149,766.5755735311,1714.1150923063,False
2234145,234145 (2000 EW70),43385.9924699647,128.3970295822,287.1044862548,True
2234341,234341 (2001 FZ57),64356.3290582168,435.0658313955,972.8367736878,False
2235086,235086 (2003 HW11),5644.2922329597,900.647767018,2013.9096308356,False
2235700,235700 (2004 TR13),68558.8948663018,515.8874662642,1153.5594433068,False
2235756,235756 (2004 VC),79586.4943982308,511.1577815443,1142.9835467611,True
2236716,236716 (2007 FV42),52619.3175389652,692.7156135897,1548.9592010621,False
2237442,237442 (1999 TA10),39587.1035225292,620.2331529543,1386.8834919048,False
2237805,237805 (2002 CF26),69368.2633255698,880.1465209007,1968.067450894,False
2239849,239849 (1999 VO11),51908.4792772322,494.942760925,1106.7256583997,False
2240320,240320 (2003 HS42),27080.1058680638,233.6441849736,522.4442801486,False
2241370,241370 (2008 LW8),50639.9178091712,872.0772890947,1950.0241000494,False
2241596,241596 (1998 XM2),46789.2994176148,947.447112647,2118.5561489645,False
2242147,242147 (2003 BH84),96711.6502562029,1043.6502382921,2333.6728775551,False
2242187,242187 (2003 KR18),9458.2979809878,670.7411893253,1499.8228946405,False
2242191,242191 (2003 NZ6),74643.0456341509,417.4024333919,933.340215038,False
2242211,242211 (2003 QB90),4213.4940404365,611.7232350672,1367.8547370263,False
2242216,242216 (2003 RN10),31529.0739889525,2007.0351411347,4487.8670088081,True
2242450,242450 (2004 QY2),74048.006003503,3137.2922495623,7015.1987353045,True
2242643,242643 (2005 NZ6),103259.2841321195,884.2090926555,1977.151637501,True
2242708,242708 (2005 UK1),67905.4360051296,631.7641481849,1412.6675810887,True
2243025,243025 (2006 UM216),13643.493227535,1638.9095149478,3664.7130843945,False
2243298,243298 (2008 EN82),32021.152591541,1961.3494436831,4385.7106837069,False
2243566,243566 (1995 SA),24030.4125157831,892.3905786578,1995.4459963592,True
2244670,244670 (2003 KN18),39384.1470396413,606.1149227377,1355.3141694186,False
2244977,244977 (2004 BE68),49609.0596395952,565.6593584222,1264.852777541,True
2246138,246138 (2007 OG3),18266.8698830481,595.0520786315,1330.5768979725,False
2247156,247156 (2000 YH29),34142.3682565233,620.2331529543,1386.8834919048,False
2247360,247360 (2001 XU),110843.7790995619,356.9069266704,798.0681496756,True
2247517,247517 (2002 QY6),48166.5074227996,313.7292249562,701.5198735305,False
2248083,248083 (2004 QU24),31507.9833269032,1579.6285576002,3532.156833994,False
2248590,248590 (2006 CS),42576.3551334935,1447.2880512552,3236.2344656297,False
2248926,248926 (2006 WZ2),44560.0490266069,996.6782399685,2228.6402962644,False
2249595,249595 (1997 GH28),5525.1076426607,766.5755735311,1714.1150923063,False
2249615,249615 (1999 TB5),63816.6434791212,411.6754573069,920.5343072066,False
2249816,249816 (2001 FD90),44314.7624020562,363.5423218434,812.9053443399,False
2249886,249886 (2001 RY11),70859.9142616108,795.3439404105,1778.4431162503,False
2250162,250162 (2002 TY57),6260.0059670299,313.7292249562,701.5198735305,False
2250458,250458 (2004 BO41),63255.2206664509,667.6594134952,1492.931834393,False
2250577,250577 (2005 AC),143752.4843106748,565.6593584222,1264.852777541,False
2250614,250614 (2005 GG),93666.7069318001,1515.4966357222,3388.7534971471,False
2250620,250620 (2005 GE59),53828.324696948,646.4798256118,1445.5728361502,True
2250680,250680 (2005 QC5),39158.1001905012,315.1773332628,704.7579421428,True
2250697,250697 (2005 QY151),41055.276738362,695.9130435846,1556.108871884,False
2250706,250706 (2005 RR6),37080.951883421,518.2686946157,1158.8840317708,True
2251346,251346 (2007 SJ),34000.1093560401,1118.2913782459,2500.5755404097,True
2251722,251722 (1997 US2),60532.1140133621,288.7719307574,645.7136671674,True
2251732,251732 (1998 HG49),16530.1284459856,118.1829908933,264.2652014216,False
2252091,252091 (2000 UP30),27501.7024446993,951.8203298188,2128.3349598411,False
2252373,252373 (2001 SA270),182797.313637794,620.2331529543,1386.8834919048,False
2252399,252399 (2001 TX44),61688.6504173458,348.7827331593,779.9019007224,True
2252558,252558 (2001 WT1),50999.5667527189,224.1583786137,501.2333723065,False
2253062,253062 (2002 TC70),6570.9212596977,160.1603379786,358.1294030194,False
2253106,253106 (2002 UR3),118124.4424039229,1237.527836584,2767.1963666501,False
2253586,253586 (2003 TX7),67028.4570247099,363.5423218434,812.9053443399,False
2253841,253841 (2003 YG118),58338.7416875689,934.4476509242,2089.4884688815,True
2254417,254417 (2004 VV),124104.9352758674,965.0614695789,2157.9430484443,False
2254419,254419 (2004 VT60),76643.6776171661,756.0577623597,1690.5965515526,False
2255071,255071 (2005 UH6),123568.1723366528,565.6593584222,1264.852777541,True
2255501,255501 (2006 BG),52499.5855071808,492.6687055037,1101.640715893,False
2256004,256004 (2006 UP),18232.9171930032,66.1538275199,147.9244553064,False
2256670,256670 (2007 XT58),35583.6432169885,608.9126221057,1361.5700153859,False
2257744,257744 (2000 AD205),56781.1852712032,504.1444338579,1127.3012245845,False
2257838,257838 (2000 JQ66),29581.3638963513,667.6594134952,1492.931834393,False
2259221,259221 (2003 BA21),61701.3569333279,385.9712679548,863.0579925088,False
2260141,260141 (2004 QT24),39602.8105326842,578.8352574915,1294.3149835245,True
2260277,260277 (2004 TR12),46353.2663318846,589.5966083829,1318.3780956475,False
2261938,261938 (2006 OB5),2070.3095579616,223.1284644169,498.9304141512,False
2262623,262623 (2006 WY2),73956.5785849972,497.2273129092,1111.8340719346,False
2263976,263976 (2009 KD5),24942.3406967913,570.8933400239,1276.5563161953,True
2264308,264308 (1999 NA5),13987.5794126632,218.0494404829,487.5733713755,False
2264357,264357 (2000 AZ93),26676.0801296805,155.079708716,346.7687706198,True
2264993,264993 (2003 DX10),29867.5057928701,217.0475943071,485.3331752235,True
2265032,265032 (2003 OU),31945.4508419198,1447.2880512552,3236.2344656297,False
2265187,265187 (2003 YS117),70758.5959362179,586.8876580364,1312.3206985251,False
2265196,265196 (2004 BW58),32608.4805606442,455.5698523357,1018.6851583223,True
2265482,265482 (2005 EE),26200.1852457811,152.249185036,340.4395272595,True
2265661,265661 (2005 UB),113791.3825779976,1149.6217628911,2570.6324102375,False
2267131,267131 (2000 EK26),15590.8074172376,597.7987142312,1336.7185618828,True
2267136,267136 (2000 EF104),29409.3603242596,437.0740040305,977.3271842103,False
2267221,267221 (2001 AD2),128059.0501676281,284.8098313322,636.8541435189,True
2267223,267223 (2001 DQ8),128760.886005966,620.2331529543,1386.8834919048,False
2267270,267270 (2001 RP17),14696.936772359,592.318062676,1324.4634524446,False
2267337,267337 (2001 VK5),76211.3844392108,652.4616297891,1458.9485569187,True
2267494,267494 (2002 JB9),108813.7920084293,1550.7970871596,3467.6877061976,True
2267720,267720 (2003 CA),100718.282107121,439.0914459693,981.838321526,True
2267729,267729 (2003 FC5),106560.9104094403,540.2004935068,1207.9250249602,True
2267759,267759 (2003 MC7),40518.8608946774,439.0914459693,981.838321526,False
2267940,267940 (2004 EM20),80584.6727532352,221.0828103591,494.3561926196,False
2269690,269690 (1996 RG3),26221.9740183162,537.7184976927,1202.3751135999,True
2271480,271480 (2004 FX31),51725.9569296722,780.8272774914,1745.9828711568,False
2274138,274138 (2008 FU6),53031.0551897239,742.2581530009,1659.7396869634,False
2275545,275545 (1998 UN1),54708.2941553208,606.1149227377,1355.3141694186,False
2275558,275558 (1999 RH33),20639.8314076201,409.783980394,916.3048362514,False
2275611,275611 (1999 XX262),10793.2579481541,623.096019112,1393.285055244,False
2275677,275677 (2000 RS11),35381.9827237306,380.6755436269,851.2163929215,True
2275714,275714 (2000 YH4),67871.616137581,457.6726672313,1023.3871953728,False
2275974,275974 (2001 XD),57049.8257613226,488.151891662,1091.5408131013,False
2275975,275975 (2001 XF1),74903.5049099519,339.2774353821,758.6474087461,False
